地区,邮政编码,确诊人数,疑似人数,治愈人数,死亡人数,时间
金山区,310116,4,0,4,0,2021-11-05 09:20:13
崇明区,310151,4,0,4,0,2021-11-05 09:20:13
境外来沪,0,1,0,1,0,2021-11-05 09:20:13
上海市境外输入,0,2367,8,2307,0,2021-11-04 09:06:20
上海市外地来沪,0,113,0,112,1,2021-11-04 09:06:20
浦东新区,310115,77,0,76,1,2021-11-04 09:06:20
宝山区,310113,26,0,25,1,2021-11-04 09:06:20
黄浦区,310101,22,0,22,0,2021-11-04 09:06:20
闵行区,310112,19,0,19,0,2021-11-04 09:06:20
徐汇区,310104,18,0,17,1,2021-11-04 09:06:20
静安区,310106,16,0,15,1,2021-11-04 09:06:20
松江区,310117,16,0,16,0,2021-11-04 09:06:20
长宁区,310105,14,0,14,0,2021-11-04 09:06:20
普陀区,310107,11,0,11,0,2021-11-04 09:06:20
杨浦区,310110,9,0,9,0,2021-11-04 09:06:20
嘉定区,310114,9,0,7,2,2021-11-04 09:06:20
奉贤区,310120,9,0,9,0,2021-11-04 09:06:20
虹口区,310109,7,0,7,0,2021-11-04 09:06:20
青浦区,310118,6,0,6,0,2021-11-04 09:06:20
金山区,310116,4,0,4,0,2021-11-04 09:06:20
崇明区,310151,4,0,4,0,2021-11-04 09:06:20
境外来沪,0,1,0,1,0,2021-11-04 09:06:20
上海市境外输入,0,2364,8,2305,0,2021-11-03 09:33:13
上海市外地来沪,0,113,0,112,1,2021-11-03 09:33:13
浦东新区,310115,77,0,76,1,2021-11-03 09:33:13
宝山区,310113,26,0,25,1,2021-11-03 09:33:13
黄浦区,310101,22,0,22,0,2021-11-03 09:33:13
闵行区,310112,19,0,19,0,2021-11-03 09:33:13
徐汇区,310104,18,0,17,1,2021-11-03 09:33:13
静安区,310106,16,0,15,1,2021-11-03 09:33:13
松江区,310117,16,0,16,0,2021-11-03 09:33:13
长宁区,310105,14,0,14,0,2021-11-03 09:33:13
普陀区,310107,11,0,11,0,2021-11-03 09:33:13
杨浦区,310110,9,0,9,0,2021-11-03 09:33:13
嘉定区,310114,9,0,7,2,2021-11-03 09:33:13
奉贤区,310120,9,0,9,0,2021-11-03 09:33:13
虹口区,310109,7,0,7,0,2021-11-03 09:33:13
青浦区,310118,6,0,6,0,2021-11-03 09:33:13
金山区,310116,4,0,4,0,2021-11-03 09:33:13
崇明区,310151,4,0,4,0,2021-11-03 09:33:13
境外来沪,0,1,0,1,0,2021-11-03 09:33:13
上海市境外输入,0,2359,8,2301,0,2021-11-02 08:39:13
上海市外地来沪,0,113,0,112,1,2021-11-02 08:39:13
浦东新区,310115,77,0,76,1,2021-11-02 08:39:13
宝山区,310113,26,0,25,1,2021-11-02 08:39:13
黄浦区,310101,22,0,22,0,2021-11-02 08:39:13
闵行区,310112,19,0,19,0,2021-11-02 08:39:13
徐汇区,310104,18,0,17,1,2021-11-02 08:39:13
静安区,310106,16,0,15,1,2021-11-02 08:39:13
松江区,310117,16,0,16,0,2021-11-02 08:39:13
长宁区,310105,14,0,14,0,2021-11-02 08:39:13
普陀区,310107,11,0,11,0,2021-11-02 08:39:13
杨浦区,310110,9,0,9,0,2021-11-02 08:39:13
嘉定区,310114,9,0,7,2,2021-11-02 08:39:13
奉贤区,310120,9,0,9,0,2021-11-02 08:39:13
虹口区,310109,7,0,7,0,2021-11-02 08:39:13
青浦区,310118,6,0,6,0,2021-11-02 08:39:13
金山区,310116,4,0,4,0,2021-11-02 08:39:13
崇明区,310151,4,0,4,0,2021-11-02 08:39:13
境外来沪,0,1,0,1,0,2021-11-02 08:39:13
上海市境外输入,0,2354,8,2292,0,2021-11-01 08:51:22
上海市外地来沪,0,113,0,112,1,2021-11-01 08:51:22
浦东新区,310115,77,0,76,1,2021-11-01 08:51:22
宝山区,310113,26,0,25,1,2021-11-01 08:51:22
黄浦区,310101,22,0,22,0,2021-11-01 08:51:22
闵行区,310112,19,0,19,0,2021-11-01 08:51:22
徐汇区,310104,18,0,17,1,2021-11-01 08:51:22
静安区,310106,16,0,15,1,2021-11-01 08:51:22
松江区,310117,16,0,16,0,2021-11-01 08:51:22
长宁区,310105,14,0,14,0,2021-11-01 08:51:22
普陀区,310107,11,0,11,0,2021-11-01 08:51:22
杨浦区,310110,9,0,9,0,2021-11-01 08:51:22
嘉定区,310114,9,0,7,2,2021-11-01 08:51:22
奉贤区,310120,9,0,9,0,2021-11-01 08:51:22
虹口区,310109,7,0,7,0,2021-11-01 08:51:22
青浦区,310118,6,0,6,0,2021-11-01 08:51:22
金山区,310116,4,0,4,0,2021-11-01 08:51:22
崇明区,310151,4,0,4,0,2021-11-01 08:51:22
境外来沪,0,1,0,1,0,2021-11-01 08:51:22
上海市境外输入,0,2345,8,2290,0,2021-11-01 08:51:17
上海市外地来沪,0,113,0,112,1,2021-11-01 08:51:17
浦东新区,310115,77,0,76,1,2021-11-01 08:51:17
宝山区,310113,26,0,25,1,2021-11-01 08:51:17
黄浦区,310101,22,0,22,0,2021-11-01 08:51:17
闵行区,310112,19,0,19,0,2021-11-01 08:51:17
徐汇区,310104,18,0,17,1,2021-11-01 08:51:17
静安区,310106,16,0,15,1,2021-11-01 08:51:17
松江区,310117,16,0,16,0,2021-11-01 08:51:17
长宁区,310105,14,0,14,0,2021-11-01 08:51:17
普陀区,310107,11,0,11,0,2021-11-01 08:51:17
杨浦区,310110,9,0,9,0,2021-11-01 08:51:17
嘉定区,310114,9,0,7,2,2021-11-01 08:51:17
奉贤区,310120,9,0,9,0,2021-11-01 08:51:17
虹口区,310109,7,0,7,0,2021-11-01 08:51:17
青浦区,310118,6,0,6,0,2021-11-01 08:51:17
金山区,310116,4,0,4,0,2021-11-01 08:51:17
崇明区,310151,4,0,4,0,2021-11-01 08:51:17
境外来沪,0,1,0,1,0,2021-11-01 08:51:17
上海市境外输入,0,2345,8,2284,0,2021-10-31 10:43:25
上海市外地来沪,0,113,0,112,1,2021-10-31 10:43:25
浦东新区,310115,77,0,76,1,2021-10-31 10:43:25
宝山区,310113,26,0,25,1,2021-10-31 10:43:25
黄浦区,310101,22,0,22,0,2021-10-31 10:43:25
闵行区,310112,19,0,19,0,2021-10-31 10:43:25
徐汇区,310104,18,0,17,1,2021-10-31 10:43:25
静安区,310106,16,0,15,1,2021-10-31 10:43:25
松江区,310117,16,0,16,0,2021-10-31 10:43:25
长宁区,310105,14,0,14,0,2021-10-31 10:43:25
普陀区,310107,11,0,11,0,2021-10-31 10:43:25
杨浦区,310110,9,0,9,0,2021-10-31 10:43:25
嘉定区,310114,9,0,7,2,2021-10-31 10:43:25
奉贤区,310120,9,0,9,0,2021-10-31 10:43:25
虹口区,310109,7,0,7,0,2021-10-31 10:43:25
青浦区,310118,6,0,6,0,2021-10-31 10:43:25
金山区,310116,4,0,4,0,2021-10-31 10:43:25
崇明区,310151,4,0,4,0,2021-10-31 10:43:25
境外来沪,0,1,0,1,0,2021-10-31 10:43:25
上海市境外输入,0,2336,8,2284,0,2021-10-30 08:45:18
上海市外地来沪,0,113,0,112,1,2021-10-30 08:45:18
浦东新区,310115,77,0,76,1,2021-10-30 08:45:18
宝山区,310113,26,0,25,1,2021-10-30 08:45:18
黄浦区,310101,22,0,22,0,2021-10-30 08:45:18
闵行区,310112,19,0,19,0,2021-10-30 08:45:18
徐汇区,310104,18,0,17,1,2021-10-30 08:45:18
静安区,310106,16,0,15,1,2021-10-30 08:45:18
松江区,310117,16,0,16,0,2021-10-30 08:45:18
长宁区,310105,14,0,14,0,2021-10-30 08:45:18
普陀区,310107,11,0,11,0,2021-10-30 08:45:18
杨浦区,310110,9,0,9,0,2021-10-30 08:45:18
嘉定区,310114,9,0,7,2,2021-10-30 08:45:18
奉贤区,310120,9,0,9,0,2021-10-30 08:45:18
虹口区,310109,7,0,7,0,2021-10-30 08:45:18
青浦区,310118,6,0,6,0,2021-10-30 08:45:18
金山区,310116,4,0,4,0,2021-10-30 08:45:18
崇明区,310151,4,0,4,0,2021-10-30 08:45:18
境外来沪,0,1,0,1,0,2021-10-30 08:45:18
上海市境外输入,0,2331,8,2280,0,2021-10-29 09:07:03
上海市外地来沪,0,113,0,112,1,2021-10-29 09:07:03
浦东新区,310115,77,0,76,1,2021-10-29 09:07:03
宝山区,310113,26,0,25,1,2021-10-29 09:07:03
黄浦区,310101,22,0,22,0,2021-10-29 09:07:03
闵行区,310112,19,0,19,0,2021-10-29 09:07:03
徐汇区,310104,18,0,17,1,2021-10-29 09:07:03
静安区,310106,16,0,15,1,2021-10-29 09:07:03
松江区,310117,16,0,16,0,2021-10-29 09:07:03
长宁区,310105,14,0,14,0,2021-10-29 09:07:03
普陀区,310107,11,0,11,0,2021-10-29 09:07:03
杨浦区,310110,9,0,9,0,2021-10-29 09:07:03
嘉定区,310114,9,0,7,2,2021-10-29 09:07:03
奉贤区,310120,9,0,9,0,2021-10-29 09:07:03
虹口区,310109,7,0,7,0,2021-10-29 09:07:03
青浦区,310118,6,0,6,0,2021-10-29 09:07:03
金山区,310116,4,0,4,0,2021-10-29 09:07:03
崇明区,310151,4,0,4,0,2021-10-29 09:07:03
境外来沪,0,1,0,1,0,2021-10-29 09:07:03
上海市境外输入,0,2328,8,2278,0,2021-10-28 09:22:10
上海市外地来沪,0,113,0,112,1,2021-10-28 09:22:10
浦东新区,310115,77,0,76,1,2021-10-28 09:22:10
宝山区,310113,26,0,25,1,2021-10-28 09:22:10
黄浦区,310101,22,0,22,0,2021-10-28 09:22:10
闵行区,310112,19,0,19,0,2021-10-28 09:22:10
徐汇区,310104,18,0,17,1,2021-10-28 09:22:10
静安区,310106,16,0,15,1,2021-10-28 09:22:10
松江区,310117,16,0,16,0,2021-10-28 09:22:10
长宁区,310105,14,0,14,0,2021-10-28 09:22:10
普陀区,310107,11,0,11,0,2021-10-28 09:22:10
杨浦区,310110,9,0,9,0,2021-10-28 09:22:10
嘉定区,310114,9,0,7,2,2021-10-28 09:22:10
奉贤区,310120,9,0,9,0,2021-10-28 09:22:10
虹口区,310109,7,0,7,0,2021-10-28 09:22:10
青浦区,310118,6,0,6,0,2021-10-28 09:22:10
金山区,310116,4,0,4,0,2021-10-28 09:22:10
崇明区,310151,4,0,4,0,2021-10-28 09:22:10
境外来沪,0,1,0,1,0,2021-10-28 09:22:10
上海市境外输入,0,2328,8,2275,0,2021-10-27 09:39:05
上海市外地来沪,0,113,0,112,1,2021-10-27 09:39:05
浦东新区,310115,77,0,76,1,2021-10-27 09:39:05
宝山区,310113,26,0,25,1,2021-10-27 09:39:05
黄浦区,310101,22,0,22,0,2021-10-27 09:39:05
闵行区,310112,19,0,19,0,2021-10-27 09:39:05
徐汇区,310104,18,0,17,1,2021-10-27 09:39:05
静安区,310106,16,0,15,1,2021-10-27 09:39:05
松江区,310117,16,0,16,0,2021-10-27 09:39:05
长宁区,310105,14,0,14,0,2021-10-27 09:39:05
普陀区,310107,11,0,11,0,2021-10-27 09:39:05
杨浦区,310110,9,0,9,0,2021-10-27 09:39:05
嘉定区,310114,9,0,7,2,2021-10-27 09:39:05
奉贤区,310120,9,0,9,0,2021-10-27 09:39:05
虹口区,310109,7,0,7,0,2021-10-27 09:39:05
青浦区,310118,6,0,6,0,2021-10-27 09:39:05
金山区,310116,4,0,4,0,2021-10-27 09:39:05
崇明区,310151,4,0,4,0,2021-10-27 09:39:05
境外来沪,0,1,0,1,0,2021-10-27 09:39:05
上海市境外输入,0,2326,8,2271,0,2021-10-26 09:02:28
上海市外地来沪,0,113,0,112,1,2021-10-26 09:02:28
浦东新区,310115,77,0,76,1,2021-10-26 09:02:28
宝山区,310113,26,0,25,1,2021-10-26 09:02:28
黄浦区,310101,22,0,22,0,2021-10-26 09:02:28
闵行区,310112,19,0,19,0,2021-10-26 09:02:28
徐汇区,310104,18,0,17,1,2021-10-26 09:02:28
静安区,310106,16,0,15,1,2021-10-26 09:02:28
松江区,310117,16,0,16,0,2021-10-26 09:02:28
长宁区,310105,14,0,14,0,2021-10-26 09:02:28
普陀区,310107,11,0,11,0,2021-10-26 09:02:28
杨浦区,310110,9,0,9,0,2021-10-26 09:02:28
嘉定区,310114,9,0,7,2,2021-10-26 09:02:28
奉贤区,310120,9,0,9,0,2021-10-26 09:02:28
虹口区,310109,7,0,7,0,2021-10-26 09:02:28
青浦区,310118,6,0,6,0,2021-10-26 09:02:28
金山区,310116,4,0,4,0,2021-10-26 09:02:28
崇明区,310151,4,0,4,0,2021-10-26 09:02:28
境外来沪,0,1,0,1,0,2021-10-26 09:02:28
上海市境外输入,0,2324,8,2265,0,2021-10-25 09:05:23
上海市外地来沪,0,113,0,112,1,2021-10-25 09:05:23
浦东新区,310115,77,0,76,1,2021-10-25 09:05:23
宝山区,310113,26,0,25,1,2021-10-25 09:05:23
黄浦区,310101,22,0,22,0,2021-10-25 09:05:23
闵行区,310112,19,0,19,0,2021-10-25 09:05:23
徐汇区,310104,18,0,17,1,2021-10-25 09:05:23
静安区,310106,16,0,15,1,2021-10-25 09:05:23
松江区,310117,16,0,16,0,2021-10-25 09:05:23
长宁区,310105,14,0,14,0,2021-10-25 09:05:23
普陀区,310107,11,0,11,0,2021-10-25 09:05:23
杨浦区,310110,9,0,9,0,2021-10-25 09:05:23
嘉定区,310114,9,0,7,2,2021-10-25 09:05:23
奉贤区,310120,9,0,9,0,2021-10-25 09:05:23
虹口区,310109,7,0,7,0,2021-10-25 09:05:23
青浦区,310118,6,0,6,0,2021-10-25 09:05:23
金山区,310116,4,0,4,0,2021-10-25 09:05:23
崇明区,310151,4,0,4,0,2021-10-25 09:05:23
境外来沪,0,1,0,1,0,2021-10-25 09:05:23
上海市境外输入,0,2323,8,2261,0,2021-10-24 08:48:12
上海市外地来沪,0,113,0,112,1,2021-10-24 08:48:12
浦东新区,310115,77,0,76,1,2021-10-24 08:48:12
宝山区,310113,26,0,25,1,2021-10-24 08:48:12
黄浦区,310101,22,0,22,0,2021-10-24 08:48:12
闵行区,310112,19,0,19,0,2021-10-24 08:48:12
徐汇区,310104,18,0,17,1,2021-10-24 08:48:12
静安区,310106,16,0,15,1,2021-10-24 08:48:12
松江区,310117,16,0,16,0,2021-10-24 08:48:12
长宁区,310105,14,0,14,0,2021-10-24 08:48:12
普陀区,310107,11,0,11,0,2021-10-24 08:48:12
杨浦区,310110,9,0,9,0,2021-10-24 08:48:12
嘉定区,310114,9,0,7,2,2021-10-24 08:48:12
奉贤区,310120,9,0,9,0,2021-10-24 08:48:12
虹口区,310109,7,0,7,0,2021-10-24 08:48:12
青浦区,310118,6,0,6,0,2021-10-24 08:48:12
金山区,310116,4,0,4,0,2021-10-24 08:48:12
崇明区,310151,4,0,4,0,2021-10-24 08:48:12
境外来沪,0,1,0,1,0,2021-10-24 08:48:12
上海市境外输入,0,2319,8,2260,0,2021-10-23 09:36:25
上海市外地来沪,0,113,0,112,1,2021-10-23 09:36:25
浦东新区,310115,77,0,76,1,2021-10-23 09:36:25
宝山区,310113,26,0,25,1,2021-10-23 09:36:25
黄浦区,310101,22,0,22,0,2021-10-23 09:36:25
闵行区,310112,19,0,19,0,2021-10-23 09:36:25
徐汇区,310104,18,0,17,1,2021-10-23 09:36:25
静安区,310106,16,0,15,1,2021-10-23 09:36:25
松江区,310117,16,0,16,0,2021-10-23 09:36:25
长宁区,310105,14,0,14,0,2021-10-23 09:36:25
普陀区,310107,11,0,11,0,2021-10-23 09:36:25
杨浦区,310110,9,0,9,0,2021-10-23 09:36:25
嘉定区,310114,9,0,7,2,2021-10-23 09:36:25
奉贤区,310120,9,0,9,0,2021-10-23 09:36:25
虹口区,310109,7,0,7,0,2021-10-23 09:36:25
青浦区,310118,6,0,6,0,2021-10-23 09:36:25
金山区,310116,4,0,4,0,2021-10-23 09:36:25
崇明区,310151,4,0,4,0,2021-10-23 09:36:25
境外来沪,0,1,0,1,0,2021-10-23 09:36:25
上海市境外输入,0,2316,8,2255,0,2021-10-22 09:55:17
上海市外地来沪,0,113,0,112,1,2021-10-22 09:55:17
浦东新区,310115,77,0,76,1,2021-10-22 09:55:17
宝山区,310113,26,0,25,1,2021-10-22 09:55:17
黄浦区,310101,22,0,22,0,2021-10-22 09:55:17
闵行区,310112,19,0,19,0,2021-10-22 09:55:17
徐汇区,310104,18,0,17,1,2021-10-22 09:55:17
静安区,310106,16,0,15,1,2021-10-22 09:55:17
松江区,310117,16,0,16,0,2021-10-22 09:55:17
长宁区,310105,14,0,14,0,2021-10-22 09:55:17
普陀区,310107,11,0,11,0,2021-10-22 09:55:17
杨浦区,310110,9,0,9,0,2021-10-22 09:55:17
嘉定区,310114,9,0,7,2,2021-10-22 09:55:17
奉贤区,310120,9,0,9,0,2021-10-22 09:55:17
虹口区,310109,7,0,7,0,2021-10-22 09:55:17
青浦区,310118,6,0,6,0,2021-10-22 09:55:17
金山区,310116,4,0,4,0,2021-10-22 09:55:17
崇明区,310151,4,0,4,0,2021-10-22 09:55:17
境外来沪,0,1,0,1,0,2021-10-22 09:55:17
上海市境外输入,0,2314,8,2247,0,2021-10-21 08:33:24
上海市外地来沪,0,113,0,112,1,2021-10-21 08:33:24
浦东新区,310115,77,0,76,1,2021-10-21 08:33:24
宝山区,310113,26,0,25,1,2021-10-21 08:33:24
黄浦区,310101,22,0,22,0,2021-10-21 08:33:24
闵行区,310112,19,0,19,0,2021-10-21 08:33:24
徐汇区,310104,18,0,17,1,2021-10-21 08:33:24
静安区,310106,16,0,15,1,2021-10-21 08:33:24
松江区,310117,16,0,16,0,2021-10-21 08:33:24
长宁区,310105,14,0,14,0,2021-10-21 08:33:24
普陀区,310107,11,0,11,0,2021-10-21 08:33:24
杨浦区,310110,9,0,9,0,2021-10-21 08:33:24
嘉定区,310114,9,0,7,2,2021-10-21 08:33:24
奉贤区,310120,9,0,9,0,2021-10-21 08:33:24
虹口区,310109,7,0,7,0,2021-10-21 08:33:24
青浦区,310118,6,0,6,0,2021-10-21 08:33:24
金山区,310116,4,0,4,0,2021-10-21 08:33:24
崇明区,310151,4,0,4,0,2021-10-21 08:33:24
境外来沪,0,1,0,1,0,2021-10-21 08:33:24
上海市境外输入,0,2308,8,2244,0,2021-10-20 10:28:03
上海市外地来沪,0,113,0,112,1,2021-10-20 10:28:03
浦东新区,310115,77,0,76,1,2021-10-20 10:28:03
宝山区,310113,26,0,25,1,2021-10-20 10:28:03
黄浦区,310101,22,0,22,0,2021-10-20 10:28:03
闵行区,310112,19,0,19,0,2021-10-20 10:28:03
徐汇区,310104,18,0,17,1,2021-10-20 10:28:03
静安区,310106,16,0,15,1,2021-10-20 10:28:03
松江区,310117,16,0,16,0,2021-10-20 10:28:03
长宁区,310105,14,0,14,0,2021-10-20 10:28:03
普陀区,310107,11,0,11,0,2021-10-20 10:28:03
杨浦区,310110,9,0,9,0,2021-10-20 10:28:03
嘉定区,310114,9,0,7,2,2021-10-20 10:28:03
奉贤区,310120,9,0,9,0,2021-10-20 10:28:03
虹口区,310109,7,0,7,0,2021-10-20 10:28:03
青浦区,310118,6,0,6,0,2021-10-20 10:28:03
金山区,310116,4,0,4,0,2021-10-20 10:28:03
崇明区,310151,4,0,4,0,2021-10-20 10:28:03
境外来沪,0,1,0,1,0,2021-10-20 10:28:03
上海市境外输入,0,2301,8,2237,0,2021-10-19 10:41:28
上海市外地来沪,0,113,0,112,1,2021-10-19 10:41:28
浦东新区,310115,77,0,76,1,2021-10-19 10:41:28
宝山区,310113,26,0,25,1,2021-10-19 10:41:28
黄浦区,310101,22,0,22,0,2021-10-19 10:41:28
闵行区,310112,19,0,19,0,2021-10-19 10:41:28
徐汇区,310104,18,0,17,1,2021-10-19 10:41:28
静安区,310106,16,0,15,1,2021-10-19 10:41:28
松江区,310117,16,0,16,0,2021-10-19 10:41:28
长宁区,310105,14,0,14,0,2021-10-19 10:41:28
普陀区,310107,11,0,11,0,2021-10-19 10:41:28
杨浦区,310110,9,0,9,0,2021-10-19 10:41:28
嘉定区,310114,9,0,7,2,2021-10-19 10:41:28
奉贤区,310120,9,0,9,0,2021-10-19 10:41:28
虹口区,310109,7,0,7,0,2021-10-19 10:41:28
青浦区,310118,6,0,6,0,2021-10-19 10:41:28
金山区,310116,4,0,4,0,2021-10-19 10:41:28
崇明区,310151,4,0,4,0,2021-10-19 10:41:28
境外来沪,0,1,0,1,0,2021-10-19 10:41:28
上海市境外输入,0,2296,8,2236,0,2021-10-18 10:04:11
上海市外地来沪,0,113,0,112,1,2021-10-18 10:04:11
浦东新区,310115,77,0,76,1,2021-10-18 10:04:11
宝山区,310113,26,0,25,1,2021-10-18 10:04:11
黄浦区,310101,22,0,22,0,2021-10-18 10:04:11
闵行区,310112,19,0,19,0,2021-10-18 10:04:11
徐汇区,310104,18,0,17,1,2021-10-18 10:04:11
静安区,310106,16,0,15,1,2021-10-18 10:04:11
松江区,310117,16,0,16,0,2021-10-18 10:04:11
长宁区,310105,14,0,14,0,2021-10-18 10:04:11
普陀区,310107,11,0,11,0,2021-10-18 10:04:11
杨浦区,310110,9,0,9,0,2021-10-18 10:04:11
嘉定区,310114,9,0,7,2,2021-10-18 10:04:11
奉贤区,310120,9,0,9,0,2021-10-18 10:04:11
虹口区,310109,7,0,7,0,2021-10-18 10:04:11
青浦区,310118,6,0,6,0,2021-10-18 10:04:11
金山区,310116,4,0,4,0,2021-10-18 10:04:11
崇明区,310151,4,0,4,0,2021-10-18 10:04:11
境外来沪,0,1,0,1,0,2021-10-18 10:04:11
上海市境外输入,0,2290,8,2231,0,2021-10-17 10:20:08
上海市外地来沪,0,113,0,112,1,2021-10-17 10:20:08
浦东新区,310115,77,0,76,1,2021-10-17 10:20:08
宝山区,310113,26,0,25,1,2021-10-17 10:20:08
黄浦区,310101,22,0,22,0,2021-10-17 10:20:08
闵行区,310112,19,0,19,0,2021-10-17 10:20:08
徐汇区,310104,18,0,17,1,2021-10-17 10:20:08
静安区,310106,16,0,15,1,2021-10-17 10:20:08
松江区,310117,16,0,16,0,2021-10-17 10:20:08
长宁区,310105,14,0,14,0,2021-10-17 10:20:08
普陀区,310107,11,0,11,0,2021-10-17 10:20:08
杨浦区,310110,9,0,9,0,2021-10-17 10:20:08
嘉定区,310114,9,0,7,2,2021-10-17 10:20:08
奉贤区,310120,9,0,9,0,2021-10-17 10:20:08
虹口区,310109,7,0,7,0,2021-10-17 10:20:08
青浦区,310118,6,0,6,0,2021-10-17 10:20:08
金山区,310116,4,0,4,0,2021-10-17 10:20:08
崇明区,310151,4,0,4,0,2021-10-17 10:20:08
境外来沪,0,1,0,1,0,2021-10-17 10:20:08
上海市境外输入,0,2285,8,2230,0,2021-10-16 08:59:17
上海市外地来沪,0,113,0,112,1,2021-10-16 08:59:17
浦东新区,310115,77,0,76,1,2021-10-16 08:59:17
宝山区,310113,26,0,25,1,2021-10-16 08:59:17
黄浦区,310101,22,0,22,0,2021-10-16 08:59:17
闵行区,310112,19,0,19,0,2021-10-16 08:59:17
徐汇区,310104,18,0,17,1,2021-10-16 08:59:17
静安区,310106,16,0,15,1,2021-10-16 08:59:17
松江区,310117,16,0,16,0,2021-10-16 08:59:17
长宁区,310105,14,0,14,0,2021-10-16 08:59:17
普陀区,310107,11,0,11,0,2021-10-16 08:59:17
杨浦区,310110,9,0,9,0,2021-10-16 08:59:17
嘉定区,310114,9,0,7,2,2021-10-16 08:59:17
奉贤区,310120,9,0,9,0,2021-10-16 08:59:17
虹口区,310109,7,0,7,0,2021-10-16 08:59:17
青浦区,310118,6,0,6,0,2021-10-16 08:59:17
金山区,310116,4,0,4,0,2021-10-16 08:59:17
崇明区,310151,4,0,4,0,2021-10-16 08:59:17
境外来沪,0,1,0,1,0,2021-10-16 08:59:17
上海市境外输入,0,2281,8,2226,0,2021-10-15 09:14:17
上海市外地来沪,0,113,0,112,1,2021-10-15 09:14:17
浦东新区,310115,77,0,76,1,2021-10-15 09:14:17
宝山区,310113,26,0,25,1,2021-10-15 09:14:17
黄浦区,310101,22,0,22,0,2021-10-15 09:14:17
闵行区,310112,19,0,19,0,2021-10-15 09:14:17
徐汇区,310104,18,0,17,1,2021-10-15 09:14:17
静安区,310106,16,0,15,1,2021-10-15 09:14:17
松江区,310117,16,0,16,0,2021-10-15 09:14:17
长宁区,310105,14,0,14,0,2021-10-15 09:14:17
普陀区,310107,11,0,11,0,2021-10-15 09:14:17
杨浦区,310110,9,0,9,0,2021-10-15 09:14:17
嘉定区,310114,9,0,7,2,2021-10-15 09:14:17
奉贤区,310120,9,0,9,0,2021-10-15 09:14:17
虹口区,310109,7,0,7,0,2021-10-15 09:14:17
青浦区,310118,6,0,6,0,2021-10-15 09:14:17
金山区,310116,4,0,4,0,2021-10-15 09:14:17
崇明区,310151,4,0,4,0,2021-10-15 09:14:17
境外来沪,0,1,0,1,0,2021-10-15 09:14:17
上海市境外输入,0,2280,8,2221,0,2021-10-14 10:39:08
上海市外地来沪,0,113,0,112,1,2021-10-14 10:39:08
浦东新区,310115,77,0,76,1,2021-10-14 10:39:08
宝山区,310113,26,0,25,1,2021-10-14 10:39:08
黄浦区,310101,22,0,22,0,2021-10-14 10:39:08
闵行区,310112,19,0,19,0,2021-10-14 10:39:08
徐汇区,310104,18,0,17,1,2021-10-14 10:39:08
静安区,310106,16,0,15,1,2021-10-14 10:39:08
松江区,310117,16,0,16,0,2021-10-14 10:39:08
长宁区,310105,14,0,14,0,2021-10-14 10:39:08
普陀区,310107,11,0,11,0,2021-10-14 10:39:08
杨浦区,310110,9,0,9,0,2021-10-14 10:39:08
嘉定区,310114,9,0,7,2,2021-10-14 10:39:08
奉贤区,310120,9,0,9,0,2021-10-14 10:39:08
虹口区,310109,7,0,7,0,2021-10-14 10:39:08
青浦区,310118,6,0,6,0,2021-10-14 10:39:08
金山区,310116,4,0,4,0,2021-10-14 10:39:08
崇明区,310151,4,0,4,0,2021-10-14 10:39:08
境外来沪,0,1,0,1,0,2021-10-14 10:39:08
上海市境外输入,0,2279,8,2220,0,2021-10-13 10:08:07
上海市外地来沪,0,113,0,112,1,2021-10-13 10:08:07
浦东新区,310115,77,0,76,1,2021-10-13 10:08:07
宝山区,310113,26,0,25,1,2021-10-13 10:08:07
黄浦区,310101,22,0,22,0,2021-10-13 10:08:07
闵行区,310112,19,0,19,0,2021-10-13 10:08:07
徐汇区,310104,18,0,17,1,2021-10-13 10:08:07
静安区,310106,16,0,15,1,2021-10-13 10:08:07
松江区,310117,16,0,16,0,2021-10-13 10:08:07
长宁区,310105,14,0,14,0,2021-10-13 10:08:07
普陀区,310107,11,0,11,0,2021-10-13 10:08:07
杨浦区,310110,9,0,9,0,2021-10-13 10:08:07
嘉定区,310114,9,0,7,2,2021-10-13 10:08:07
奉贤区,310120,9,0,9,0,2021-10-13 10:08:07
虹口区,310109,7,0,7,0,2021-10-13 10:08:07
青浦区,310118,6,0,6,0,2021-10-13 10:08:07
金山区,310116,4,0,4,0,2021-10-13 10:08:07
崇明区,310151,4,0,4,0,2021-10-13 10:08:07
境外来沪,0,1,0,1,0,2021-10-13 10:08:07
上海市境外输入,0,2277,8,2215,0,2021-10-12 08:53:27
上海市外地来沪,0,113,0,112,1,2021-10-12 08:53:27
浦东新区,310115,77,0,76,1,2021-10-12 08:53:27
宝山区,310113,26,0,25,1,2021-10-12 08:53:27
黄浦区,310101,22,0,22,0,2021-10-12 08:53:27
闵行区,310112,19,0,19,0,2021-10-12 08:53:27
徐汇区,310104,18,0,17,1,2021-10-12 08:53:27
静安区,310106,16,0,15,1,2021-10-12 08:53:27
松江区,310117,16,0,16,0,2021-10-12 08:53:27
长宁区,310105,14,0,14,0,2021-10-12 08:53:27
普陀区,310107,11,0,11,0,2021-10-12 08:53:27
杨浦区,310110,9,0,9,0,2021-10-12 08:53:27
嘉定区,310114,9,0,7,2,2021-10-12 08:53:27
