地区,邮政编码,确诊人数,疑似人数,治愈人数,死亡人数,时间
徐汇区,310104,18,0,17,1,2020-04-01 08:04:18
静安区,310106,16,0,15,1,2020-04-01 08:04:18
松江区,310117,14,0,14,0,2020-04-01 08:04:18
长宁区,310105,13,0,13,0,2020-04-01 08:04:18
普陀区,310107,11,0,11,0,2020-04-01 08:04:18
杨浦区,310110,9,0,9,0,2020-04-01 08:04:18
奉贤区,310120,9,0,9,0,2020-04-01 08:04:18
虹口区,310109,7,0,7,0,2020-04-01 08:04:18
黄浦区,310101,6,0,6,0,2020-04-01 08:04:18
青浦区,310118,6,0,6,0,2020-04-01 08:04:18
金山区,310116,4,0,4,0,2020-04-01 08:04:18
崇明区,310151,4,0,4,0,2020-04-01 08:04:18
上海市待明确地区,0,0,0,0,1,2020-04-01 08:04:18
上海市境外输入,0,170,0,14,0,2020-03-31 15:43:11
上海市外地来沪,0,111,0,107,0,2020-03-31 15:43:11
宝山区,310113,22,0,19,1,2020-03-31 15:43:11
嘉定区,310114,9,0,7,1,2020-03-31 15:43:11
浦东新区,310115,61,0,60,1,2020-03-31 15:43:11
闵行区,310112,19,0,19,0,2020-03-31 15:43:11
徐汇区,310104,18,0,17,1,2020-03-31 15:43:11
静安区,310106,16,0,15,1,2020-03-31 15:43:11
松江区,310117,14,0,14,0,2020-03-31 15:43:11
长宁区,310105,13,0,13,0,2020-03-31 15:43:11
普陀区,310107,11,0,11,0,2020-03-31 15:43:11
杨浦区,310110,9,0,9,0,2020-03-31 15:43:11
奉贤区,310120,9,0,9,0,2020-03-31 15:43:11
虹口区,310109,7,0,7,0,2020-03-31 15:43:11
黄浦区,310101,6,0,6,0,2020-03-31 15:43:11
青浦区,310118,6,0,6,0,2020-03-31 15:43:11
金山区,310116,4,0,4,0,2020-03-31 15:43:11
崇明区,310151,4,0,4,0,2020-03-31 15:43:11
上海市境外输入,0,170,0,11,0,2020-03-31 08:08:52
上海市外地来沪,0,111,0,107,0,2020-03-31 08:08:52
宝山区,310113,22,0,19,1,2020-03-31 08:08:52
嘉定区,310114,9,0,7,1,2020-03-31 08:08:52
浦东新区,310115,61,0,60,1,2020-03-31 08:08:52
闵行区,310112,19,0,19,0,2020-03-31 08:08:52
徐汇区,310104,18,0,17,1,2020-03-31 08:08:52
静安区,310106,16,0,15,1,2020-03-31 08:08:52
松江区,310117,14,0,14,0,2020-03-31 08:08:52
长宁区,310105,13,0,13,0,2020-03-31 08:08:52
普陀区,310107,11,0,11,0,2020-03-31 08:08:52
杨浦区,310110,9,0,9,0,2020-03-31 08:08:52
奉贤区,310120,9,0,9,0,2020-03-31 08:08:52
虹口区,310109,7,0,7,0,2020-03-31 08:08:52
黄浦区,310101,6,0,6,0,2020-03-31 08:08:52
青浦区,310118,6,0,6,0,2020-03-31 08:08:52
金山区,310116,4,0,4,0,2020-03-31 08:08:52
崇明区,310151,4,0,4,0,2020-03-31 08:08:52
上海市境外输入,0,159,0,11,0,2020-03-30 13:05:26
上海市外地来沪,0,111,0,107,0,2020-03-30 13:05:26
宝山区,310113,22,0,19,1,2020-03-30 13:05:26
嘉定区,310114,9,0,7,1,2020-03-30 13:05:26
浦东新区,310115,61,0,60,1,2020-03-30 13:05:26
闵行区,310112,19,0,19,0,2020-03-30 13:05:26
徐汇区,310104,18,0,17,1,2020-03-30 13:05:26
静安区,310106,16,0,15,1,2020-03-30 13:05:26
松江区,310117,14,0,14,0,2020-03-30 13:05:26
长宁区,310105,13,0,13,0,2020-03-30 13:05:26
普陀区,310107,11,0,11,0,2020-03-30 13:05:26
杨浦区,310110,9,0,9,0,2020-03-30 13:05:26
奉贤区,310120,9,0,9,0,2020-03-30 13:05:26
虹口区,310109,7,0,7,0,2020-03-30 13:05:26
黄浦区,310101,6,0,6,0,2020-03-30 13:05:26
青浦区,310118,6,0,6,0,2020-03-30 13:05:26
金山区,310116,4,0,4,0,2020-03-30 13:05:26
崇明区,310151,4,0,4,0,2020-03-30 13:05:26
上海市境外输入,0,159,0,7,0,2020-03-30 08:14:37
上海市外地来沪,0,111,0,107,0,2020-03-30 08:14:37
宝山区,310113,22,0,19,1,2020-03-30 08:14:37
嘉定区,310114,9,0,7,1,2020-03-30 08:14:37
浦东新区,310115,61,0,60,1,2020-03-30 08:14:37
闵行区,310112,19,0,19,0,2020-03-30 08:14:37
徐汇区,310104,18,0,17,1,2020-03-30 08:14:37
静安区,310106,16,0,15,1,2020-03-30 08:14:37
松江区,310117,14,0,14,0,2020-03-30 08:14:37
长宁区,310105,13,0,13,0,2020-03-30 08:14:37
普陀区,310107,11,0,11,0,2020-03-30 08:14:37
杨浦区,310110,9,0,9,0,2020-03-30 08:14:37
奉贤区,310120,9,0,9,0,2020-03-30 08:14:37
虹口区,310109,7,0,7,0,2020-03-30 08:14:37
黄浦区,310101,6,0,6,0,2020-03-30 08:14:37
青浦区,310118,6,0,6,0,2020-03-30 08:14:37
金山区,310116,4,0,4,0,2020-03-30 08:14:37
崇明区,310151,4,0,4,0,2020-03-30 08:14:37
上海市境外输入,0,153,0,7,0,2020-03-29 10:09:01
上海市外地来沪,0,111,0,107,0,2020-03-29 10:09:01
宝山区,310113,22,0,19,1,2020-03-29 10:09:01
嘉定区,310114,9,0,7,1,2020-03-29 10:09:01
浦东新区,310115,61,0,60,1,2020-03-29 10:09:01
闵行区,310112,19,0,19,0,2020-03-29 10:09:01
徐汇区,310104,18,0,17,1,2020-03-29 10:09:01
静安区,310106,16,0,15,1,2020-03-29 10:09:01
松江区,310117,14,0,14,0,2020-03-29 10:09:01
长宁区,310105,13,0,13,0,2020-03-29 10:09:01
普陀区,310107,11,0,11,0,2020-03-29 10:09:01
杨浦区,310110,9,0,9,0,2020-03-29 10:09:01
奉贤区,310120,9,0,9,0,2020-03-29 10:09:01
虹口区,310109,7,0,7,0,2020-03-29 10:09:01
黄浦区,310101,6,0,6,0,2020-03-29 10:09:01
青浦区,310118,6,0,6,0,2020-03-29 10:09:01
金山区,310116,4,0,4,0,2020-03-29 10:09:01
崇明区,310151,4,0,4,0,2020-03-29 10:09:01
上海市境外输入,0,146,0,7,0,2020-03-28 10:01:16
上海市外地来沪,0,111,0,107,0,2020-03-28 10:01:16
宝山区,310113,22,0,19,1,2020-03-28 10:01:16
嘉定区,310114,9,0,7,1,2020-03-28 10:01:16
浦东新区,310115,61,0,60,1,2020-03-28 10:01:16
闵行区,310112,19,0,19,0,2020-03-28 10:01:16
徐汇区,310104,18,0,17,1,2020-03-28 10:01:16
静安区,310106,16,0,15,1,2020-03-28 10:01:16
松江区,310117,14,0,14,0,2020-03-28 10:01:16
长宁区,310105,13,0,13,0,2020-03-28 10:01:16
普陀区,310107,11,0,11,0,2020-03-28 10:01:16
杨浦区,310110,9,0,9,0,2020-03-28 10:01:16
奉贤区,310120,9,0,9,0,2020-03-28 10:01:16
虹口区,310109,7,0,7,0,2020-03-28 10:01:16
黄浦区,310101,6,0,6,0,2020-03-28 10:01:16
青浦区,310118,6,0,6,0,2020-03-28 10:01:16
金山区,310116,4,0,4,0,2020-03-28 10:01:16
崇明区,310151,4,0,4,0,2020-03-28 10:01:16
上海市境外输入,0,129,0,7,0,2020-03-27 12:44:03
上海市外地来沪,0,111,0,107,0,2020-03-27 12:44:03
宝山区,310113,22,0,19,1,2020-03-27 12:44:03
嘉定区,310114,9,0,7,1,2020-03-27 12:44:03
浦东新区,310115,61,0,60,1,2020-03-27 12:44:03
闵行区,310112,19,0,19,0,2020-03-27 12:44:03
徐汇区,310104,18,0,17,1,2020-03-27 12:44:03
静安区,310106,16,0,15,1,2020-03-27 12:44:03
松江区,310117,14,0,14,0,2020-03-27 12:44:03
长宁区,310105,13,0,13,0,2020-03-27 12:44:03
普陀区,310107,11,0,11,0,2020-03-27 12:44:03
杨浦区,310110,9,0,9,0,2020-03-27 12:44:03
奉贤区,310120,9,0,9,0,2020-03-27 12:44:03
虹口区,310109,7,0,7,0,2020-03-27 12:44:03
黄浦区,310101,6,0,6,0,2020-03-27 12:44:03
青浦区,310118,6,0,6,0,2020-03-27 12:44:03
金山区,310116,4,0,4,0,2020-03-27 12:44:03
崇明区,310151,4,0,4,0,2020-03-27 12:44:03
上海市境外输入,0,129,0,4,0,2020-03-27 08:22:28
上海市外地来沪,0,111,0,107,0,2020-03-27 08:22:28
宝山区,310113,22,0,19,1,2020-03-27 08:22:28
嘉定区,310114,9,0,7,1,2020-03-27 08:22:28
浦东新区,310115,61,0,60,1,2020-03-27 08:22:28
闵行区,310112,19,0,19,0,2020-03-27 08:22:28
徐汇区,310104,18,0,17,1,2020-03-27 08:22:28
静安区,310106,16,0,15,1,2020-03-27 08:22:28
松江区,310117,14,0,14,0,2020-03-27 08:22:28
长宁区,310105,13,0,13,0,2020-03-27 08:22:28
普陀区,310107,11,0,11,0,2020-03-27 08:22:28
杨浦区,310110,9,0,9,0,2020-03-27 08:22:28
奉贤区,310120,9,0,9,0,2020-03-27 08:22:28
虹口区,310109,7,0,7,0,2020-03-27 08:22:28
黄浦区,310101,6,0,6,0,2020-03-27 08:22:28
青浦区,310118,6,0,6,0,2020-03-27 08:22:28
金山区,310116,4,0,4,0,2020-03-27 08:22:28
崇明区,310151,4,0,4,0,2020-03-27 08:22:28
上海市境外输入,0,112,0,4,0,2020-03-26 15:31:30
上海市外地来沪,0,111,0,107,0,2020-03-26 15:31:30
宝山区,310113,22,0,19,1,2020-03-26 15:31:30
嘉定区,310114,9,0,7,1,2020-03-26 15:31:30
浦东新区,310115,61,0,60,1,2020-03-26 15:31:30
闵行区,310112,19,0,19,0,2020-03-26 15:31:30
徐汇区,310104,18,0,17,1,2020-03-26 15:31:30
静安区,310106,16,0,15,1,2020-03-26 15:31:30
松江区,310117,14,0,14,0,2020-03-26 15:31:30
长宁区,310105,13,0,13,0,2020-03-26 15:31:30
普陀区,310107,11,0,11,0,2020-03-26 15:31:30
杨浦区,310110,9,0,9,0,2020-03-26 15:31:30
奉贤区,310120,9,0,9,0,2020-03-26 15:31:30
虹口区,310109,7,0,7,0,2020-03-26 15:31:30
黄浦区,310101,6,0,6,0,2020-03-26 15:31:30
青浦区,310118,6,0,6,0,2020-03-26 15:31:30
金山区,310116,4,0,4,0,2020-03-26 15:31:30
崇明区,310151,4,0,4,0,2020-03-26 15:31:30
上海市境外输入,0,112,19,3,0,2020-03-26 08:07:27
上海市外地来沪,0,111,0,107,0,2020-03-26 08:07:27
宝山区,310113,22,0,19,1,2020-03-26 08:07:27
嘉定区,310114,9,0,7,1,2020-03-26 08:07:27
浦东新区,310115,61,0,60,1,2020-03-26 08:07:27
闵行区,310112,19,0,19,0,2020-03-26 08:07:27
徐汇区,310104,18,0,17,1,2020-03-26 08:07:27
静安区,310106,16,0,15,1,2020-03-26 08:07:27
松江区,310117,14,0,14,0,2020-03-26 08:07:27
长宁区,310105,13,0,13,0,2020-03-26 08:07:27
普陀区,310107,11,0,11,0,2020-03-26 08:07:27
杨浦区,310110,9,0,9,0,2020-03-26 08:07:27
奉贤区,310120,9,0,9,0,2020-03-26 08:07:27
虹口区,310109,7,0,7,0,2020-03-26 08:07:27
黄浦区,310101,6,0,6,0,2020-03-26 08:07:27
青浦区,310118,6,0,6,0,2020-03-26 08:07:27
金山区,310116,4,0,4,0,2020-03-26 08:07:27
崇明区,310151,4,0,4,0,2020-03-26 08:07:27
上海市境外输入,0,94,19,3,0,2020-03-25 14:43:02
上海市外地来沪,0,111,0,107,0,2020-03-25 14:43:02
宝山区,310113,22,0,19,1,2020-03-25 14:43:02
嘉定区,310114,9,0,7,1,2020-03-25 14:43:02
浦东新区,310115,61,0,60,1,2020-03-25 14:43:02
闵行区,310112,19,0,19,0,2020-03-25 14:43:02
徐汇区,310104,18,0,17,1,2020-03-25 14:43:02
静安区,310106,16,0,15,1,2020-03-25 14:43:02
松江区,310117,14,0,14,0,2020-03-25 14:43:02
长宁区,310105,13,0,13,0,2020-03-25 14:43:02
普陀区,310107,11,0,11,0,2020-03-25 14:43:02
杨浦区,310110,9,0,9,0,2020-03-25 14:43:02
奉贤区,310120,9,0,9,0,2020-03-25 14:43:02
虹口区,310109,7,0,7,0,2020-03-25 14:43:02
黄浦区,310101,6,0,6,0,2020-03-25 14:43:02
青浦区,310118,6,0,6,0,2020-03-25 14:43:02
金山区,310116,4,0,4,0,2020-03-25 14:43:02
崇明区,310151,4,0,4,0,2020-03-25 14:43:02
上海市境外输入,0,75,0,3,0,2020-03-24 16:05:18
上海市外地来沪,0,111,0,107,0,2020-03-24 16:05:18
宝山区,310113,22,0,19,1,2020-03-24 16:05:18
徐汇区,310104,18,0,17,0,2020-03-24 16:05:18
嘉定区,310114,9,0,7,1,2020-03-24 16:05:18
浦东新区,310115,61,0,60,1,2020-03-24 16:05:18
闵行区,310112,19,0,19,0,2020-03-24 16:05:18
静安区,310106,16,0,15,1,2020-03-24 16:05:18
松江区,310117,14,0,14,0,2020-03-24 16:05:18
长宁区,310105,13,0,13,0,2020-03-24 16:05:18
普陀区,310107,11,0,11,0,2020-03-24 16:05:18
杨浦区,310110,9,0,9,0,2020-03-24 16:05:18
奉贤区,310120,9,0,9,0,2020-03-24 16:05:18
虹口区,310109,7,0,7,0,2020-03-24 16:05:18
黄浦区,310101,6,0,6,0,2020-03-24 16:05:18
青浦区,310118,6,0,6,0,2020-03-24 16:05:18
金山区,310116,4,0,4,0,2020-03-24 16:05:18
崇明区,310151,4,0,4,0,2020-03-24 16:05:18
上海市境外输入人员,0,75,0,2,0,2020-03-24 13:09:22
上海市外地来沪人员,-1,111,0,107,0,2020-03-24 13:09:22
宝山区,310113,22,0,19,1,2020-03-24 13:09:22
徐汇区,310104,18,0,17,0,2020-03-24 13:09:22
嘉定区,310114,9,0,7,1,2020-03-24 13:09:22
浦东新区,310115,61,0,60,1,2020-03-24 13:09:22
闵行区,310112,19,0,19,0,2020-03-24 13:09:22
静安区,310106,16,0,15,1,2020-03-24 13:09:22
松江区,310117,14,0,14,0,2020-03-24 13:09:22
长宁区,310105,13,0,13,0,2020-03-24 13:09:22
普陀区,310107,11,0,11,0,2020-03-24 13:09:22
杨浦区,310110,9,0,9,0,2020-03-24 13:09:22
奉贤区,310120,9,0,9,0,2020-03-24 13:09:22
虹口区,310109,7,0,7,0,2020-03-24 13:09:22
黄浦区,310101,6,0,6,0,2020-03-24 13:09:22
青浦区,310118,6,0,6,0,2020-03-24 13:09:22
金山区,310116,4,0,4,0,2020-03-24 13:09:22
崇明区,310151,4,0,4,0,2020-03-24 13:09:22
上海市境外输入人员,0,75,0,2,0,2020-03-24 08:13:39
上海市外地来沪人员,-1,111,0,107,0,2020-03-24 08:13:39
宝山区,310113,21,0,19,1,2020-03-24 08:13:39
徐汇区,310104,18,0,17,0,2020-03-24 08:13:39
嘉定区,310114,9,0,7,1,2020-03-24 08:13:39
浦东新区,310115,61,0,60,1,2020-03-24 08:13:39
闵行区,310112,19,0,19,0,2020-03-24 08:13:39
静安区,310106,16,0,15,1,2020-03-24 08:13:39
松江区,310117,14,0,14,0,2020-03-24 08:13:39
长宁区,310105,13,0,13,0,2020-03-24 08:13:39
普陀区,310107,11,0,11,0,2020-03-24 08:13:39
杨浦区,310110,9,0,9,0,2020-03-24 08:13:39
奉贤区,310120,9,0,9,0,2020-03-24 08:13:39
虹口区,310109,7,0,7,0,2020-03-24 08:13:39
黄浦区,310101,6,0,6,0,2020-03-24 08:13:39
青浦区,310118,6,0,6,0,2020-03-24 08:13:39
金山区,310116,4,0,4,0,2020-03-24 08:13:39
崇明区,310151,4,0,4,0,2020-03-24 08:13:39
上海市境外输入人员,0,66,0,2,0,2020-03-23 22:18:01
上海市外地来沪人员,-1,111,0,107,0,2020-03-23 22:18:01
宝山区,310113,21,0,19,1,2020-03-23 22:18:01
徐汇区,310104,18,0,17,0,2020-03-23 22:18:01
嘉定区,310114,9,0,7,1,2020-03-23 22:18:01
浦东新区,310115,61,0,60,1,2020-03-23 22:18:01
闵行区,310112,19,0,19,0,2020-03-23 22:18:01
静安区,310106,16,0,15,1,2020-03-23 22:18:01
松江区,310117,14,0,14,0,2020-03-23 22:18:01
长宁区,310105,13,0,13,0,2020-03-23 22:18:01
普陀区,310107,11,0,11,0,2020-03-23 22:18:01
杨浦区,310110,9,0,9,0,2020-03-23 22:18:01
奉贤区,310120,9,0,9,0,2020-03-23 22:18:01
虹口区,310109,7,0,7,0,2020-03-23 22:18:01
黄浦区,310101,6,0,6,0,2020-03-23 22:18:01
青浦区,310118,6,0,6,0,2020-03-23 22:18:01
金山区,310116,4,0,4,0,2020-03-23 22:18:01
崇明区,310151,4,0,4,0,2020-03-23 22:18:01
上海市境外输入人员,0,66,0,2,0,2020-03-23 11:15:47
